path,class,class_y,rev,station,cam,season,day_part,date_time
rev08/49/49_20210523 (19599).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:23 18:01:12
rev07/25/25_20210419 (1051).JPG,vacia,empty,rev07,25B,25,spring,evening,2021:04:19 14:36:08
rev19/18/18_20220516 (277).JPG,vacia,empty,rev19,18B,18,spring,evening,2022:05:16 13:26:54
rev02/11/11_20201126 (126).JPG,vacia,empty,rev02,11,11,autumn,evening,2020:11:26 18:49:57
rev11/2/2_20210817 (11966).JPG,vacia,empty,rev11,30,2,summer,evening,2021:08:17 15:44:29
rev20/71/71_20220703 (5331).JPG,vacia,empty,rev20,47,71,summer,evening,2022:07:03 13:25:51
rev21/20/20_20220826 (3487).JPG,vacia,empty,rev21,20,20,summer,evening,2022:08:26 13:13:42
rev19/39/39_20220527 (6060).JPG,vacia,empty,rev19,39B,39,spring,evening,2022:05:27 14:13:54
rev10/2/2_20210713 (6657).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 14:19:21
rev10/39/39_20210720 (7165).JPG,vacia,empty,rev10,39B,39,summer,morning,2021:07:20 11:42:18
rev19/22/22_20220527 (2505).JPG,vacia,empty,rev19,22B,22,spring,evening,2022:05:27 13:55:02
rev09/2/2_20210621 (18199).JPG,vacia,empty,rev09,30,2,summer,morning,2021:06:21 11:34:48
rev14/39/39_20211125 (1206).JPG,vacia,empty,rev14,39B,39,autumn,evening,2021:11:25 12:06:17
rev20/17/17_20220607 (20707).JPG,vacia,empty,rev20,17B,17,summer,morning,2022:06:07 11:33:11
rev19/18/18_20220528 (4605).JPG,vacia,empty,rev19,18B,18,spring,evening,2022:05:28 15:26:38
rev07/24/24_20210419 (1348).JPG,vacia,empty,rev07,24,24,spring,evening,2021:04:19 13:45:50
rev08/5/5_20210613 (6044).JPG,vacia,empty,rev08,29,5,summer,evening,2021:06:13 14:30:38
rev21/51/51_20220904 (17375).JPG,vacia,empty,rev21,6B,51,autumn,evening,2022:09:04 13:02:39
rev07/24/24_20210425 (8090).JPG,vacia,empty,rev07,24,24,spring,evening,2021:04:25 15:58:39
rev18/36/36_20220406 (336).JPG,vacia,empty,rev18,36,36,spring,evening,2022:04:06 16:01:21
rev11/19/19_20210827 (1627).JPG,vacia,empty,rev11,19B,19,summer,evening,2021:08:27 12:39:57
rev08/11/11_20210612 (7395).JPG,vacia,empty,rev08,11,11,summer,morning,2021:06:12 11:46:43
rev12/17/17_20210926 (2125).JPG,vacia,empty,rev12,17B,17,autumn,evening,2021:09:26 13:01:20
rev10/2/2_20210713 (3727).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 12:55:34
rev07/2/2_20210502 (24588).JPG,vacia,empty,rev07,30,2,spring,evening,2021:05:02 13:40:58
rev22/51/51_20220922 (511).JPG,vacia,empty,rev22,6B,51,autumn,morning,2022:09:22 11:18:20
rev08/39/39_20210518 (1270).JPG,vacia,empty,rev08,39B,39,spring,evening,2021:05:18 15:04:16
rev06/25/25_20210411 (9274).JPG,vacia,empty,rev06,25B,25,spring,evening,2021:04:11 12:30:26
rev12/22/22_20210930 (2497).JPG,vacia,empty,rev12,22B,22,autumn,evening,2021:09:30 13:37:26
rev18/32/32_20220504 (15633).JPG,vacia,empty,rev18,32,32,spring,morning,2022:05:04 11:12:06
rev17/8/8_20220331 (596).JPG,vacia,empty,rev17,8,8,spring,morning,2022:03:31 06:49:52
rev09/24/24_20210620 (19649).JPG,vacia,empty,rev09,24,24,summer,morning,2021:06:20 10:43:49
rev20/71/71_20220621 (1722).JPG,vacia,empty,rev20,47,71,summer,evening,2022:06:21 12:31:54
rev01/26/26_20201111 (14454).JPG,vacia,empty,rev01,26,26,autumn,night,2020:11:11 23:37:39
rev07/50/50_20210428 (20789).JPG,vacia,empty,rev07,34,50,spring,evening,2021:04:28 12:22:34
rev21/71/71_20220726 (1285).JPG,vacia,empty,rev21,47,71,summer,evening,2022:07:26 14:09:02
rev07/49/49_20210508 (16525).JPG,vacia,empty,rev07,6B,49,spring,evening,2021:05:08 14:39:55
rev08/49/49_20210519 (5077).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:19 16:31:49
rev19/24/24_20220611 (5336).JPG,vacia,empty,rev19,24,24,summer,evening,2022:06:11 13:15:13
rev11/49/49_20210816 (197).JPG,vacia,empty,rev11,6B,49,summer,morning,2021:08:16 10:26:10
rev10/2/2_20210713 (5456).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 13:39:54
rev19/51/51_20220524 (12297).JPG,vacia,empty,rev19,6B,51,spring,morning,2022:05:24 07:34:57
rev20/39/39_20220716 (13893).JPG,vacia,empty,rev20,39B,39,summer,evening,2022:07:16 14:04:57
rev22/17/17_20221118 (947).JPG,vacia,empty,rev22,17B,17,autumn,evening,2022:11:18 13:06:24
rev08/49/49_20210524 (20337).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:24 15:15:57
rev07/25/25_20210507 (18393).JPG,vacia,empty,rev07,25B,25,spring,evening,2021:05:07 14:26:38
rev20/17/17_20220516 (9436).JPG,vacia,empty,rev20,17B,17,spring,evening,2022:05:16 15:12:24
rev18/5/5_20220402 (178).JPG,vacia,empty,rev18,29,5,spring,morning,2022:04:02 10:33:48
rev13/24/24_20211016 (834).JPG,vacia,empty,rev13,24,24,autumn,evening,2021:10:16 12:45:13
rev09/5/5_20210704 (5001).JPG,vacia,empty,rev09,29,5,summer,evening,2021:07:04 13:38:04
rev10/49/49_20210724 (4451).JPG,vacia,empty,rev10,6B,49,summer,evening,2021:07:24 13:04:03
rev20/10/10_20220623 (3171).JPG,vacia,empty,rev20,10B,10,summer,evening,2022:06:23 12:06:08
rev09/24/24_20210616 (4674).JPG,vacia,empty,rev09,24,24,summer,morning,2021:06:16 11:32:41
rev11/25/25_20210817 (2049).JPG,vacia,empty,rev11,25B,25,summer,evening,2021:08:17 15:40:42
rev12/36/36_20210924 (6107).JPG,vacia,empty,rev12,36,36,autumn,morning,2021:09:24 11:09:11
rev14/4/4_20211217 (11001).JPG,vacia,empty,rev14,26B,4,winter,morning,2021:12:17 06:47:42
rev20/54/54_20220716 (2544).JPG,vacia,empty,rev20,52,54,summer,night,2022:07:16 22:24:13
rev04/7/7_20210211 (581).JPG,vacia,empty,rev04,7,7,winter,night,2021:02:11 21:37:48
rev20/39/39_20220623 (5657).JPG,vacia,empty,rev20,39B,39,summer,evening,2022:06:23 13:54:35
rev18/22/22_20220425 (2395).JPG,vacia,empty,rev18,22B,22,spring,morning,2022:04:25 10:49:09
rev09/39/39_20210711 (20886).JPG,vacia,empty,rev09,39B,39,summer,evening,2021:07:11 14:38:26
rev11/2/2_20210816 (737).JPG,vacia,empty,rev11,30,2,summer,morning,2021:08:16 11:19:05
rev08/22/22_20210609 (16602).JPG,vacia,empty,rev08,22B,22,summer,evening,2021:06:09 14:07:07
rev12/50/50_20210915 (98).JPG,vacia,empty,rev12,34,50,autumn,evening,2021:09:15 13:14:02
rev24/39/39_20230301 (5671).JPG,vacia,empty,rev24,39B,39,spring,evening,2023:03:01 12:46:28
rev20/47/47_20220714 (2863).JPG,vacia,empty,rev20,7B,47,summer,evening,2022:07:14 15:50:40
rev08/39/39_20210614 (19692).JPG,vacia,empty,rev08,39B,39,summer,morning,2021:06:14 11:25:58
rev17/22/22_20220305 (1852).JPG,vacia,empty,rev17,22B,22,spring,evening,2022:03:05 12:37:16
rev06/38/38_20210320 (2072).JPG,vacia,empty,rev06,38,38,spring,morning,2021:03:20 11:58:22
rev21/4/4_20220625 (19831).JPG,vacia,empty,rev21,26B,4,summer,evening,2022:06:25 14:16:21
rev07/49/49_20210501 (9905).JPG,vacia,empty,rev07,6B,49,spring,evening,2021:05:01 17:46:29
rev12/22/22_20210917 (1012).JPG,vacia,empty,rev12,22B,22,autumn,evening,2021:09:17 12:52:22
rev09/2/2_20210621 (20877).JPG,vacia,empty,rev09,30,2,summer,evening,2021:06:21 14:59:58
rev07/10/10_20210423 (524).JPG,vacia,empty,rev07,10B,10,spring,morning,2021:04:23 09:15:06
rev08/11/11_20210607 (6131).JPG,vacia,empty,rev08,11,11,summer,evening,2021:06:07 14:30:33
rev20/36/36_20220628 (989).JPG,vacia,empty,rev20,36,36,summer,evening,2022:06:28 12:39:23
rev09/36/36_20210622 (13172).JPG,vacia,empty,rev09,36,36,summer,evening,2021:06:22 16:10:08
rev08/1/1_20210602 (1587).JPG,vacia,empty,rev08,23B,1,summer,evening,2021:06:02 13:09:22
rev21/17/17_20220831 (3748).JPG,vacia,empty,rev21,17B,17,summer,morning,2022:08:31 11:55:12
rev09/39/39_20210709 (20061).JPG,vacia,empty,rev09,39B,39,summer,evening,2021:07:09 13:08:20
rev08/3/3_20210610 (1046).JPG,vacia,empty,rev08,27,3,summer,evening,2021:06:10 14:10:31
rev19/16/16_20220603 (862).JPG,vacia,empty,rev19,16B,16,summer,evening,2022:06:03 12:06:06
rev20/10/10_20220630 (5664).JPG,vacia,empty,rev20,10B,10,summer,evening,2022:06:30 14:24:25
rev14/4/4_20211217 (12242).JPG,vacia,empty,rev14,26B,4,winter,morning,2021:12:17 10:27:43
rev09/36/36_20210622 (11464).JPG,vacia,empty,rev09,36,36,summer,evening,2021:06:22 13:50:52
rev21/5/5_20220721 (227).JPG,vacia,empty,rev21,29,5,summer,evening,2022:07:21 13:07:46
rev17/5/5_20220307 (494).JPG,vacia,empty,rev17,29,5,spring,evening,2022:03:07 14:32:30
rev06/24/24_20210410 (12693).JPG,vacia,empty,rev06,24,24,spring,evening,2021:04:10 13:55:44
rev07/49/49_20210501 (4752).JPG,vacia,empty,rev07,6B,49,spring,morning,2021:05:01 09:58:48
rev20/74/74_20220626 (308).JPG,vacia,empty,rev20,61,74,summer,evening,2022:06:26 12:27:48
rev10/24/24_20210714 (3224).JPG,vacia,empty,rev10,24,24,summer,morning,2021:07:14 10:36:38
rev12/36/36_20210920 (3913).JPG,vacia,empty,rev12,36,36,autumn,morning,2021:09:20 11:38:59
rev08/31/31_20210614 (4526).JPG,vacia,empty,rev08,31B,31,summer,evening,2021:06:14 13:25:27
rev08/32/32_20210515 (4101).JPG,vacia,empty,rev08,32,32,spring,evening,2021:05:15 17:14:31
rev12/32/32_20210930 (9409).JPG,vacia,empty,rev12,32,32,autumn,evening,2021:09:30 14:16:16
rev10/49/49_20210719 (1725).JPG,vacia,empty,rev10,6B,49,summer,morning,2021:07:19 11:52:22
rev08/49/49_20210601 (23809).JPG,vacia,empty,rev08,6B,49,summer,evening,2021:06:01 15:15:20
rev10/2/2_20210713 (4416).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 13:11:44
rev20/22/22_20220708 (5444).JPG,vacia,empty,rev20,22B,22,summer,evening,2022:07:08 13:44:59
rev07/24/24_20210501 (18649).JPG,vacia,empty,rev07,24,24,spring,evening,2021:05:01 12:06:30
rev14/39/39_20211208 (3879).JPG,vacia,empty,rev14,39B,39,winter,morning,2021:12:08 10:38:41
rev20/10/10_20220702 (6358).JPG,vacia,empty,rev20,10B,10,summer,night,2022:07:02 21:14:19
rev24/1/1_20230118 (82).JPG,vacia,empty,rev24,23B,1,winter,morning,2023:01:18 10:38:50
rev08/20/20_20210520 (5049).JPG,vacia,empty,rev08,20,20,spring,evening,2021:05:20 16:18:43
rev20/32/32_20220618 (8048).JPG,vacia,empty,rev20,32,32,summer,evening,2022:06:18 15:56:06
rev19/32/32_20220524 (14016).JPG,vacia,empty,rev19,32,32,spring,morning,2022:05:24 09:43:14
rev08/28/28_20210608 (10226).JPG,vacia,empty,rev08,28,28,summer,evening,2021:06:08 15:42:19
rev20/17/17_20220601 (16308).JPG,vacia,empty,rev20,17B,17,summer,evening,2022:06:01 15:45:09
rev13/32/32_20211020 (2996).JPG,vacia,empty,rev13,32,32,autumn,evening,2021:10:20 12:25:54
rev12/32/32_20210915 (695).JPG,vacia,empty,rev12,32,32,autumn,evening,2021:09:15 13:03:52
rev21/19/19_20220723 (353).JPG,vacia,empty,rev21,19B,19,summer,morning,2022:07:23 11:26:03
rev04/34/34_20210125 (7768).JPG,vacia,empty,rev04,34,34,winter,evening,2021:01:25 20:06:26
rev20/47/47_20220711 (2081).JPG,vacia,empty,rev20,7B,47,summer,evening,2022:07:11 15:05:50
rev21/17/17_20220802 (1927).JPG,vacia,empty,rev21,17B,17,summer,evening,2022:08:02 13:50:05
rev09/19/19_20210618 (125).JPG,vacia,empty,rev09,19B,19,summer,evening,2021:06:18 13:18:01
rev21/19/19_20220815 (3695).JPG,vacia,empty,rev21,19B,19,summer,evening,2022:08:15 13:31:13
rev01/37/37_20201102 (7061).JPG,vacia,empty,rev01,37,37,autumn,evening,2020:11:02 14:30:59
rev21/4/4_20220606 (14988).JPG,vacia,empty,rev21,26B,4,summer,evening,2022:06:06 14:59:30
rev10/2/2_20210713 (2731).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 12:33:20
rev09/49/49_20210622 (5403).JPG,vacia,empty,rev09,6B,49,summer,evening,2021:06:22 14:39:01
rev08/35/35_20210521 (661).JPG,vacia,empty,rev08,35,35,spring,evening,2021:05:21 13:09:21
rev12/24/24_20210929 (10623).JPG,vacia,empty,rev12,24,24,autumn,morning,2021:09:29 11:11:11
rev09/36/36_20210621 (8103).JPG,vacia,empty,rev09,36,36,summer,evening,2021:06:21 15:26:49
rev19/25/25_20220610 (3152).JPG,vacia,empty,rev19,25B,25,summer,evening,2022:06:10 13:37:29
rev09/39/39_20210709 (20295).JPG,vacia,empty,rev09,39B,39,summer,evening,2021:07:09 15:16:44
rev18/24/24_20220331 (188).JPG,vacia,empty,rev18,24,24,spring,evening,2022:03:31 15:03:56
rev11/49/49_20210816 (6788).JPG,vacia,empty,rev11,6B,49,summer,evening,2021:08:16 15:29:43
rev19/19/19_20220528 (3472).JPG,vacia,empty,rev19,19B,19,spring,night,2022:05:28 03:19:22
rev13/50/50_20211012 (620).JPG,vacia,empty,rev13,34,50,autumn,evening,2021:10:12 14:35:23
rev12/2/2_20211009 (1989).JPG,vacia,empty,rev12,30,2,autumn,evening,2021:10:09 16:02:32
rev08/38/38_20210531 (4534).JPG,vacia,empty,rev08,38,38,spring,evening,2021:05:31 12:50:24
rev08/47/47_20210606 (1696).JPG,vacia,empty,rev08,7B,47,summer,evening,2021:06:06 13:54:56
rev21/4/4_20220514 (9725).JPG,vacia,empty,rev21,26B,4,spring,evening,2022:05:14 14:01:49
rev20/50/50_20220619 (8380).JPG,vacia,empty,rev20,34,50,summer,evening,2022:06:19 14:03:31
rev10/49/49_20210808 (19683).JPG,vacia,empty,rev10,6B,49,summer,morning,2021:08:08 11:51:54
rev08/35/35_20210522 (762).JPG,vacia,empty,rev08,35,35,spring,evening,2021:05:22 13:42:48
rev21/35/35_20220729 (562).JPG,vacia,empty,rev21,35,35,summer,evening,2022:07:29 13:50:04
rev08/20/20_20210529 (14919).JPG,vacia,empty,rev08,20,20,spring,evening,2021:05:29 12:07:39
rev08/2/2_20210515 (384).JPG,vacia,empty,rev08,30,2,spring,morning,2021:05:15 10:44:13
rev13/22/22_20211019 (522).JPG,vacia,empty,rev13,22B,22,autumn,evening,2021:10:19 13:21:18
rev08/11/11_20210614 (7964).JPG,vacia,empty,rev08,11,11,summer,evening,2021:06:14 13:31:09
rev21/35/35_20220731 (688).JPG,vacia,empty,rev21,35,35,summer,evening,2022:07:31 13:39:15
rev10/24/24_20210716 (10453).JPG,vacia,empty,rev10,24,24,summer,morning,2021:07:16 11:12:15
rev20/25/25_20220627 (2924).JPG,vacia,empty,rev20,25B,25,summer,evening,2022:06:27 15:03:15
rev07/49/49_20210507 (14947).JPG,vacia,empty,rev07,6B,49,spring,evening,2021:05:07 15:17:48
rev20/73/73_20220617 (2012).JPG,vacia,empty,rev20,57,73,summer,evening,2022:06:17 16:47:27
rev21/17/17_20220804 (2120).JPG,vacia,empty,rev21,17B,17,summer,morning,2022:08:04 10:57:10
rev20/18/18_20220711 (4157).JPG,vacia,empty,rev20,18B,18,summer,evening,2022:07:11 13:24:45
rev09/49/49_20210628 (12930).JPG,vacia,empty,rev09,6B,49,summer,evening,2021:06:28 13:53:15
rev21/3/3_20220910 (2999).JPG,vacia,empty,rev21,27,3,autumn,evening,2022:09:10 12:27:50
rev08/48/48_20210528 (195).JPG,vacia,empty,rev08,43,48,spring,evening,2021:05:28 17:50:15
rev21/71/71_20220728 (1683).JPG,vacia,empty,rev21,47,71,summer,morning,2022:07:28 11:04:48
rev04/34/34_20210125 (3211).JPG,vacia,empty,rev04,34,34,winter,evening,2021:01:25 20:06:43
rev14/21/21_20211203 (4366).JPG,vacia,empty,rev14,21B,21,winter,evening,2021:12:03 13:01:13
rev11/10/10_20210904 (18071).JPG,vacia,empty,rev11,10B,10,autumn,evening,2021:09:04 13:26:55
rev09/20/20_20210622 (5896).JPG,vacia,empty,rev09,20,20,summer,evening,2021:06:22 15:29:41
rev12/22/22_20210919 (1376).JPG,vacia,empty,rev12,22B,22,autumn,evening,2021:09:19 12:32:29
rev17/32/32_20220222 (433).JPG,vacia,empty,rev17,32,32,winter,evening,2022:02:22 13:26:03
rev20/18/18_20220713 (4208).JPG,vacia,empty,rev20,18B,18,summer,evening,2022:07:13 13:23:22
rev06/24/24_20210402 (7322).JPG,vacia,empty,rev06,24,24,spring,evening,2021:04:02 15:43:35
rev08/47/47_20210517 (248).JPG,vacia,empty,rev08,7B,47,spring,evening,2021:05:17 13:39:35
rev18/5/5_20220402 (116).JPG,vacia,empty,rev18,29,5,spring,morning,2022:04:02 10:00:10
rev06/50/50_20210413 (25597).JPG,vacia,empty,rev06,34,50,spring,evening,2021:04:13 14:39:57
rev22/18/18_20221001 (1241).JPG,vacia,empty,rev22,18B,18,autumn,morning,2022:10:01 11:18:16
rev12/32/32_20211008 (10832).JPG,vacia,empty,rev12,32,32,autumn,morning,2021:10:08 11:29:40
rev24/75/75_20230203 (2919).JPG,vacia,empty,rev24,66,75,winter,morning,2023:02:03 11:03:36
rev20/39/39_20220625 (6441).JPG,vacia,empty,rev20,39B,39,summer,evening,2022:06:25 12:29:41
rev12/39/39_20210915 (94).JPG,vacia,empty,rev12,39B,39,autumn,evening,2021:09:15 12:31:40
rev21/71/71_20220908 (7660).JPG,vacia,empty,rev21,47,71,autumn,evening,2022:09:08 12:01:24
rev18/32/32_20220415 (5589).JPG,vacia,empty,rev18,32,32,spring,morning,2022:04:15 09:32:50
rev11/49/49_20210816 (4371).JPG,vacia,empty,rev11,6B,49,summer,evening,2021:08:16 14:09:54
rev20/24/24_20220712 (10328).JPG,vacia,empty,rev20,24,24,summer,evening,2022:07:12 13:18:45
rev21/1/1_20220725 (393).JPG,vacia,empty,rev21,23B,1,summer,evening,2022:07:25 14:33:24
rev19/19/19_20220523 (2070).JPG,vacia,empty,rev19,19B,19,spring,night,2022:05:23 04:51:41
rev03/6/6_20201225 (11474).JPG,vacia,empty,rev03,6,6,winter,night,2020:12:25 22:13:36
rev21/54/54_20220723 (59).JPG,vacia,empty,rev21,52,54,summer,night,2022:07:23 03:21:13
rev08/49/49_20210519 (5308).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:19 17:34:11
rev19/22/22_20220523 (1976).JPG,vacia,empty,rev19,22B,22,spring,evening,2022:05:23 12:50:51
rev14/4/4_20211217 (12482).JPG,vacia,empty,rev14,26B,4,winter,morning,2021:12:17 10:43:12
rev13/45/45_20211013 (14).JPG,vacia,empty,rev13,12,45,autumn,night,2021:10:13 03:58:47
rev08/11/11_20210613 (7556).JPG,vacia,empty,rev08,11,11,summer,morning,2021:06:13 11:45:46
rev19/24/24_20220514 (380).JPG,vacia,empty,rev19,24,24,spring,evening,2022:05:14 15:45:11
rev21/11/11_20220902 (5093).JPG,vacia,empty,rev21,11,11,autumn,evening,2022:09:02 14:28:00
rev19/11/11_20220516 (1095).JPG,vacia,empty,rev19,11,11,spring,evening,2022:05:16 15:36:36
rev20/32/32_20220616 (5614).JPG,vacia,empty,rev20,32,32,summer,evening,2022:06:16 14:57:31
rev08/49/49_20210526 (22370).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:26 14:17:52
rev07/25/25_20210430 (8684).JPG,vacia,empty,rev07,25B,25,spring,evening,2021:04:30 14:32:10
rev18/25/25_20220402 (402).JPG,vacia,empty,rev18,25B,25,spring,morning,2022:04:02 11:34:01
rev08/25/25_20210523 (12541).JPG,vacia,empty,rev08,25B,25,spring,evening,2021:05:23 17:38:44
rev08/11/11_20210613 (7655).JPG,vacia,empty,rev08,11,11,summer,evening,2021:06:13 13:23:38
rev08/20/20_20210531 (16790).JPG,vacia,empty,rev08,20,20,spring,morning,2021:05:31 10:35:58
rev21/3/3_20220801 (1024).JPG,vacia,empty,rev21,27,3,summer,evening,2022:08:01 13:17:40
rev20/20/20_20220623 (3102).JPG,vacia,empty,rev20,20,20,summer,evening,2022:06:23 12:25:50
rev09/36/36_20210619 (5468).JPG,vacia,empty,rev09,36,36,summer,evening,2021:06:19 14:39:43
rev20/17/17_20220514 (7974).JPG,vacia,empty,rev20,17B,17,spring,evening,2022:05:14 14:43:24
rev09/36/36_20210619 (3740).JPG,vacia,empty,rev09,36,36,summer,morning,2021:06:19 11:47:14
rev09/24/24_20210615 (1820).JPG,vacia,empty,rev09,24,24,summer,evening,2021:06:15 15:20:33
rev20/71/71_20220617 (1040).JPG,vacia,empty,rev20,47,71,summer,evening,2022:06:17 12:08:03
rev11/49/49_20210830 (10574).JPG,vacia,empty,rev11,6B,49,summer,evening,2021:08:30 14:51:27
rev08/39/39_20210529 (6392).JPG,vacia,empty,rev08,39B,39,spring,evening,2021:05:29 13:12:53
rev07/25/25_20210425 (4859).JPG,vacia,empty,rev07,25B,25,spring,evening,2021:04:25 14:55:04
rev10/39/39_20210724 (9309).JPG,vacia,empty,rev10,39B,39,summer,evening,2021:07:24 12:33:09
rev24/9/9_20230122 (234).JPG,vacia,empty,rev24,9,9,winter,morning,2023:01:22 11:25:28
rev14/39/39_20211125 (794).JPG,vacia,empty,rev14,39B,39,autumn,morning,2021:11:25 11:04:36
rev04/34/34_20210125 (1581).JPG,vacia,empty,rev04,34,34,winter,evening,2021:01:25 19:40:31
rev18/8/8_20220417 (114).JPG,vacia,empty,rev18,8,8,spring,evening,2022:04:17 14:57:49
rev19/2/2_20220524 (1532).JPG,vacia,empty,rev19,30,2,spring,evening,2022:05:24 16:07:23
rev01/26/26_20201101 (3156).JPG,vacia,empty,rev01,26,26,autumn,morning,2020:11:01 07:23:23
rev20/71/71_20220709 (6728).JPG,vacia,empty,rev20,47,71,summer,evening,2022:07:09 13:11:51
rev22/32/32_20220926 (2623).JPG,vacia,empty,rev22,32,32,autumn,evening,2022:09:26 14:11:08
rev21/17/17_20220730 (1593).JPG,vacia,empty,rev21,17B,17,summer,evening,2022:07:30 14:11:16
rev07/5/5_20210507 (4159).JPG,vacia,empty,rev07,29,5,spring,evening,2021:05:07 13:28:39
rev18/39/39_20220401 (5897).JPG,vacia,empty,rev18,39B,39,spring,evening,2022:04:01 14:34:18
rev10/32/32_20210713 (3146).JPG,vacia,empty,rev10,32,32,summer,evening,2021:07:13 12:04:53
rev21/4/4_20220630 (23392).JPG,vacia,empty,rev21,26B,4,summer,evening,2022:06:30 13:37:19
rev09/24/24_20210619 (17146).JPG,vacia,empty,rev09,24,24,summer,evening,2021:06:19 13:27:26
rev13/32/32_20211016 (2085).JPG,vacia,empty,rev13,32,32,autumn,evening,2021:10:16 12:23:02
rev12/25/25_20210914 (104).JPG,vacia,empty,rev12,25B,25,autumn,evening,2021:09:14 12:07:51
rev12/19/19_20210917 (55).JPG,vacia,empty,rev12,19B,19,autumn,evening,2021:09:17 12:24:56
rev11/2/2_20210818 (14634).JPG,vacia,empty,rev11,30,2,summer,evening,2021:08:18 12:04:21
rev06/20/20_20210323 (2082).JPG,vacia,empty,rev06,20,20,spring,evening,2021:03:23 14:41:09
rev09/2/2_20210620 (14657).JPG,vacia,empty,rev09,30,2,summer,morning,2021:06:20 10:31:16
rev04/34/34_20210125 (7995).JPG,vacia,empty,rev04,34,34,winter,evening,2021:01:25 20:03:35
rev09/49/49_20210619 (2413).JPG,vacia,empty,rev09,6B,49,summer,evening,2021:06:19 12:45:11
rev20/35/35_20220702 (1077).JPG,vacia,empty,rev20,35,35,summer,evening,2022:07:02 12:40:08
rev19/18/18_20220606 (5340).JPG,vacia,empty,rev19,18B,18,summer,morning,2022:06:06 08:00:15
rev11/2/2_20210818 (13727).JPG,vacia,empty,rev11,30,2,summer,morning,2021:08:18 11:08:02
rev24/47/47_20230310 (1409).JPG,vacia,empty,rev24,7B,47,spring,evening,2023:03:10 12:24:30
rev08/3/3_20210611 (1156).JPG,vacia,empty,rev08,27,3,summer,evening,2021:06:11 13:55:39
rev09/36/36_20210618 (2915).JPG,vacia,empty,rev09,36,36,summer,evening,2021:06:18 14:28:05
rev23/25/25_20221214 (179).JPG,vacia,empty,rev23,25B,25,winter,night,2022:12:14 22:33:14
rev21/71/71_20220825 (6716).JPG,vacia,empty,rev21,47,71,summer,morning,2022:08:25 11:39:53
rev01/26/26_20201113 (17480).JPG,vacia,empty,rev01,26,26,autumn,night,2020:11:13 02:45:25
rev12/36/36_20210929 (8249).JPG,vacia,empty,rev12,36,36,autumn,evening,2021:09:29 12:30:55
rev21/39/39_20220817 (6366).JPG,vacia,empty,rev21,39B,39,summer,evening,2022:08:17 15:10:51
rev09/39/39_20210707 (18978).JPG,vacia,empty,rev09,39B,39,summer,evening,2021:07:07 14:07:04
rev14/4/4_20211217 (12667).JPG,vacia,empty,rev14,26B,4,winter,morning,2021:12:17 10:53:29
rev10/2/2_20210713 (3187).JPG,vacia,empty,rev10,30,2,summer,evening,2021:07:13 12:43:16
rev01/21/21_20201028 (541).JPG,vacia,empty,rev01,21B,21,autumn,night,2020:10:28 01:59:48
rev18/28/28_20220421 (3857).JPG,vacia,empty,rev18,28,28,spring,evening,2022:04:21 14:14:14
rev08/49/49_20210525 (20480).JPG,vacia,empty,rev08,6B,49,spring,evening,2021:05:25 12:24:26
rev08/5/5_20210608 (5102).JPG,vacia,empty,rev08,29,5,summer,evening,2021:06:08 14:48:42
rev19/25/25_20220603 (2100).JPG,vacia,empty,rev19,25B,25,summer,evening,2022:06:03 12:50:29
rev21/11/11_20220816 (3276).JPG,vacia,empty,rev21,11,11,summer,evening,2022:08:16 12:37:08
rev12/36/36_20211006 (9717).JPG,vacia,empty,rev12,36,36,autumn,morning,2021:10:06 10:39:10
rev21/55/55_20220825 (548).JPG,vacia,empty,rev21,51,55,summer,night,2022:08:25 03:12:53
rev08/28/28_20210526 (8161).JPG,vacia,empty,rev08,28,28,spring,evening,2021:05:26 15:54:51
rev18/11/11_20220420 (1582).JPG,vacia,empty,rev18,11,11,spring,morning,2022:04:20 11:20:27
rev19/11/11_20220610 (5033).JPG,vacia,empty,rev19,11,11,summer,evening,2022:06:10 14:49:46
rev21/71/71_20220823 (6450).JPG,vacia,empty,rev21,47,71,summer,evening,2022:08:23 12:21:06
rev12/35/35_20210915 (89).JPG,vacia,empty,rev12,35,35,autumn,evening,2021:09:15 12:49:19
rev19/11/11_20220601 (3422).JPG,vacia,empty,rev19,11,11,summer,evening,2022:06:01 13:38:38
rev03/28/28_20201226 (5643).JPG,vacia,empty,rev03,28,28,winter,morning,2020:12:26 11:03:34
rev03/6/6_20201225 (9643).JPG,vacia,empty,rev03,6,6,winter,night,2020:12:25 21:20:33
rev20/17/17_20220530 (15739).JPG,vacia,empty,rev20,17B,17,spring,evening,2022:05:30 14:46:50
rev17/16/16_20220321 (537).JPG,vacia,empty,rev17,16B,16,spring,evening,2022:03:21 19:49:27
rev20/24/24_20220618 (520).JPG,vacia,empty,rev20,24,24,summer,morning,2022:06:18 11:17:47
